nombre,url nar,urls bd en nar y redirigida son distintas,url bd en nar,url bd redirigida,status url bd,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,ultima modificacion de la pagina de la bd,dias transcurridos desde la ultima modificacion de la pagina de la bd
MEROPS,https://www.oxfordjournals.org/nar/database/summary/94,True,http://www.ebi.ac.uk/merops/,https://www.ebi.ac.uk/merops/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1134,http://academic.oup.com/nar/article/46/D1/D624/4626772,,
MoonProt,https://www.oxfordjournals.org/nar/database/summary/96,False,http://moonlightingproteins.org,http://moonlightingproteins.org,200,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,https://doi.org/10.1093/nar/gkaa1101,https://academic.oup.com/nar/article/49/D1/D368/6007658,2019-03-20,1160
SABIO-RK,https://www.oxfordjournals.org/nar/database/summary/99,False,http://sabiork.h-its.org/,http://sabiork.h-its.org/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1065,http://academic.oup.com/nar/article/46/D1/D656/4577570,,
WikiPathways,https://www.oxfordjournals.org/nar/database/summary/100,True,http://wikipathways.org/,https://www.wikipathways.org/index.php/WikiPathways,200,,,,,,,https://doi.org/10.1093/nar/gkaa1024,https://academic.oup.com/nar/article/49/D1/D613/5992285,,
MultitaskProtDB-II,https://www.oxfordjournals.org/nar/database/summary/97,True,http://wallace.uab.es/multitaskII,http://wallace.uab.es/multitaskII/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1066,http://academic.oup.com/nar/article/46/D1/D645/4607801,2018-10-10,1321
Reactome,https://www.oxfordjournals.org/nar/database/summary/98,False,https://reactome.org,https://reactome.org,200,Metabolic and Signaling Pathways,,,,,,http://dx.doi.org/10.1093/nar/gkx1132,http://academic.oup.com/nar/article/46/D1/D649/4626770,2022-05-23,0
PAGER 2.0,https://www.oxfordjournals.org/nar/database/summary/101,False,http://discovery.informatics.uab.edu/PAGER/,http://discovery.informatics.uab.edu/PAGER/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1040,http://academic.oup.com/nar/article/46/D1/D668/4602868,2022-05-23,0
PULDB,https://www.oxfordjournals.org/nar/database/summary/102,,http://www.cazy.org/PULDB_new/,,HTTP Error 429: Too Many Requests,,,,,,,http://dx.doi.org/10.1093/nar/gkx1022,http://academic.oup.com/nar/article/46/D1/D677/4566598,,
microbiomeDB,https://www.oxfordjournals.org/nar/database/summary/103,True,http://microbiomeDB.org,https://microbiomedb.org/mbio/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1027,http://academic.oup.com/nar/article/46/D1/D684/4584629,2022-05-20,3
MMP,https://www.oxfordjournals.org/nar/database/summary/104,True,https://mmp.sfb.uit.no/databases/,https://mmp2.sfb.uit.no/databases/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1036,http://academic.oup.com/nar/article/46/D1/D692/4584637,,
Virus Taxonomy,https://www.oxfordjournals.org/nar/database/summary/106,True,http://ictv.global,https://talk.ictvonline.org/,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx932,http://academic.oup.com/nar/article/46/D1/D708/4508876,,
ANISEED,https://www.oxfordjournals.org/nar/database/summary/107,False,http://www.aniseed.cnrs.fr,http://www.aniseed.cnrs.fr,200,Genomics Databases (non-vertebrate),Taxonomy and identification,,,,,http://dx.doi.org/10.1093/nar/gkx1108,http://academic.oup.com/nar/article/46/D1/D718/4628129,,
EBI Metagenomics,https://www.oxfordjournals.org/nar/database/summary/108,True,http://www.ebi.ac.uk/metagenomics,https://www.ebi.ac.uk/metagenomics/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx967,http://academic.oup.com/nar/article/46/D1/D726/4561650,2022-05-18,5
SGD,https://www.oxfordjournals.org/nar/database/summary/109,True,http://www.yeastgenome.org,https://www.yeastgenome.org:443/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx1112,http://academic.oup.com/nar/article/46/D1/D736/4616877,,
SubtiWiki,https://www.oxfordjournals.org/nar/database/summary/110,False,http://subtiwiki.uni-goettingen.de/,http://subtiwiki.uni-goettingen.de/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx908,http://academic.oup.com/nar/article/46/D1/D743/4372578,,
TADB,https://www.oxfordjournals.org/nar/database/summary/111,True,http://bioinfo-mml.sjtu.edu.cn/TADB2/,https://bioinfo-mml.sjtu.edu.cn/TADB2/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1033,http://academic.oup.com/nar/article/46/D1/D749/4584634,2021-06-15,342
Ensembl,https://www.oxfordjournals.org/nar/database/summary/112,True,http://www.ensembl.org,http://www.ensembl.org/index.html,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa942,https://academic.oup.com/nar/article/49/D1/D884/5952199,,
UCSC Genome Browser,https://www.oxfordjournals.org/nar/database/summary/113,False,https://genome.ucsc.edu,https://genome.ucsc.edu,200,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",,,,,http://dx.doi.org/10.1093/nar/gkaa1070,https://academic.oup.com/nar/article/49/D1/D1046/5998393,,
IMOTA,https://www.oxfordjournals.org/nar/database/summary/114,False,https://ccb-web.cs.uni-saarland.de/imota/,https://ccb-web.cs.uni-saarland.de/imota/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx701,http://academic.oup.com/nar/article/46/D1/D770/4081997,,
PICKLES,https://www.oxfordjournals.org/nar/database/summary/115,True,http://pickles.hart-lab.org,https://pickles.hart-lab.org/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx993,http://academic.oup.com/nar/article/46/D1/D776/4564803,,
SCPortalen,https://www.oxfordjournals.org/nar/database/summary/116,True,http://single-cell.clst.riken.jp/,https://single-cell.riken.jp/SCPortalen_Database/Home/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx949,http://academic.oup.com/nar/article/46/D1/D781/4555233,,
StemMapper,https://www.oxfordjournals.org/nar/database/summary/117,False,http://stemmapper.sysbiolab.eu,http://stemmapper.sysbiolab.eu,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx921,http://academic.oup.com/nar/article/46/D1/D788/4555230,,
ENCODE,https://www.oxfordjournals.org/nar/database/summary/118,False,https://www.encodeproject.org/,https://www.encodeproject.org/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1081,http://academic.oup.com/nar/article/46/D1/D794/4595865,,
Ensembl Genomes,https://www.oxfordjournals.org/nar/database/summary/119,True,http://www.ensemblgenomes.org,http://ensemblgenomes.org/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1011,http://academic.oup.com/nar/article/46/D1/D802/4577569,2021-09-27,238
FlyAtlas 2,https://www.oxfordjournals.org/nar/database/summary/120,True,http://www.flyatlas2.org,https://motif.mvls.gla.ac.uk/FlyAtlas2,200,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx976,http://academic.oup.com/nar/article/46/D1/D809/4563305,,
Genomicus,https://www.oxfordjournals.org/nar/database/summary/121,True,http://genomicus.biologie.ens.fr/genomicus,https://www.genomicus.bio.ens.psl.eu/genomicus-106.01/cgi-bin/search.pl,200,Genomics Databases (non-vertebrate),"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1003,http://academic.oup.com/nar/article/46/D1/D816/4566017,,
GWIPS-viz,https://www.oxfordjournals.org/nar/database/summary/122,,http://gwips.ucc.ie,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Human and other Vertebrate Genomes,,,,,,http://dx.doi.org/10.1093/nar/gkx790,http://academic.oup.com/nar/article/46/D1/D823/4103596,,
iBeetle-Base,https://www.oxfordjournals.org/nar/database/summary/123,False,http://ibeetle-base.uni-goettingen.de/,http://ibeetle-base.uni-goettingen.de/,200,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx984,http://academic.oup.com/nar/article/46/D1/D831/4563309,,
Mouse Genome Database,https://www.oxfordjournals.org/nar/database/summary/124,False,http://www.informatics.jax.org,http://www.informatics.jax.org,200,Genomics Databases (non-vertebrate),"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa1083,https://academic.oup.com/nar/article/49/D1/D981/5999894,,
Mouse Phenome Database,https://www.oxfordjournals.org/nar/database/summary/125,False,https://phenome.jax.org,https://phenome.jax.org,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1082,http://academic.oup.com/nar/article/46/D1/D843/4612967,,
RefSeq,https://www.oxfordjournals.org/nar/database/summary/126,False,https://www.ncbi.nlm.nih.gov/refseq/,https://www.ncbi.nlm.nih.gov/refseq/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa1105,https://academic.oup.com/nar/article/49/D1/D1020/6018440,,
Xenbase,https://www.oxfordjournals.org/nar/database/summary/127,True,http://www.xenbase.org,https://www.xenbase.org/entry/,200,Human and other Vertebrate Genomes,,,,,,http://dx.doi.org/10.1093/nar/gkx936,http://academic.oup.com/nar/article/46/D1/D861/4559118,,
WormBase,https://www.oxfordjournals.org/nar/database/summary/128,True,http://www.wormbase.org,https://wormbase.org//,200,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx998,http://academic.oup.com/nar/article/46/D1/D869/4563314,,
iSyTE,https://www.oxfordjournals.org/nar/database/summary/129,True,http://research.bioinformatics.udel.edu/iSyTE,https://research.bioinformatics.udel.edu/iSyTE/,200,Genomics Databases (non-vertebrate),,,,,,http://dx.doi.org/10.1093/nar/gkx837,http://academic.oup.com/nar/article/46/D1/D875/4161993,2017-07-20,1768
AAgMarker,https://www.oxfordjournals.org/nar/database/summary/130,,http://bioinfo.wilmer.jhu.edu/AAgMarker/index.jsp,,HTTP Error 404: Not Found,,,,,,,http://dx.doi.org/10.1093/nar/gkx770,http://academic.oup.com/nar/article/46/D1/D886/4098796,,
aBiofilm,https://www.oxfordjournals.org/nar/database/summary/131,,http://bioinfo.imtech.res.in/manojk/abiofilm/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,,,,,,,http://dx.doi.org/10.1093/nar/gkx1157,http://academic.oup.com/nar/article/46/D1/D894/4634014,,
ActiveDriverDB,https://www.oxfordjournals.org/nar/database/summary/132,False,https://activedriverdb.org/,https://activedriverdb.org/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx973,http://academic.oup.com/nar/article/46/D1/D901/4566599,,
ADReCS-Target,https://www.oxfordjournals.org/nar/database/summary/133,True,http://bioinf.xmu.edu.cn/ADReCS-Target,http://bioinf.xmu.edu.cn/ADReCS-Target/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx899,http://academic.oup.com/nar/article/46/D1/D911/4372487,,
CR2Cancer,https://www.oxfordjournals.org/nar/database/summary/134,True,http://cis.hku.hk/CR2Cancer,http://cis.hku.hk/CR2Cancer/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx877,http://academic.oup.com/nar/article/46/D1/D918/4316101,,
CSCD,https://www.oxfordjournals.org/nar/database/summary/135,True,http://gb.whu.edu.cn/CSCD,http://gb.whu.edu.cn/CSCD/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx863,http://academic.oup.com/nar/article/46/D1/D925/4259027,,
ECOdrug,https://www.oxfordjournals.org/nar/database/summary/136,False,http://www.ecodrug.org,http://www.ecodrug.org,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1024,http://academic.oup.com/nar/article/46/D1/D930/4616868,,
eRAM,https://www.oxfordjournals.org/nar/database/summary/137,True,http://www.unimd.org/eram/,http://119.3.41.228/eram/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1062,http://academic.oup.com/nar/article/46/D1/D937/4584640,,
GVM,https://www.oxfordjournals.org/nar/database/summary/138,,http://bigd.big.ac.cn/gvm/,,Remote end closed connection without response,,,,,,,https://doi.org/10.1093/nar/gkaa1005,https://academic.oup.com/nar/article/49/D1/D1186/5973468,,
LinkedOmics,https://www.oxfordjournals.org/nar/database/summary/140,True,http://www.linkedomics.org,http://www.linkedomics.org/login.php,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1090,http://academic.oup.com/nar/article/46/D1/D956/4607804,,
mSignatureDB,https://www.oxfordjournals.org/nar/database/summary/141,True,http://tardis.cgu.edu.tw/msignaturedb,http://tardis.cgu.edu.tw/msignaturedb/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1133,http://academic.oup.com/nar/article/46/D1/D964/4626771,2017-11-15,1650
HCMDB,https://www.oxfordjournals.org/nar/database/summary/139,False,http://hcmdb.i-sanger.com/index,http://hcmdb.i-sanger.com/index,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1008,http://academic.oup.com/nar/article/46/D1/D950/4566597,,
PancanQTL,https://www.oxfordjournals.org/nar/database/summary/142,True,http://bioinfo.life.hust.edu.cn/PancanQTL/,http://gong_lab.hzau.edu.cn/PancanQTL/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx861,http://academic.oup.com/nar/article/46/D1/D971/4210944,,
PedAM,https://www.oxfordjournals.org/nar/database/summary/143,True,http://www.unimd.org/pedam/,http://119.3.41.228/pedam/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1049,http://academic.oup.com/nar/article/46/D1/D977/4595733,,
PGG.Population,https://www.oxfordjournals.org/nar/database/summary/144,False,https://www.pggpopulation.org,https://www.pggpopulation.org,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1032,http://academic.oup.com/nar/article/46/D1/D984/4584633,,
PharmacoDB,https://www.oxfordjournals.org/nar/database/summary/145,True,http://pharmacodb.pmgenomics.ca,https://pharmacodb.pmgenomics.ca/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx911,http://academic.oup.com/nar/article/46/D1/D994/4372597,2022-03-16,68
SBCCDB,https://www.oxfordjournals.org/nar/database/summary/147,False,http://sbcddb.moffitt.org,http://sbcddb.moffitt.org,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx956,http://academic.oup.com/nar/article/46/D1/D1011/4559734,2018-06-05,1448
TC3A,https://www.oxfordjournals.org/nar/database/summary/149,False,http://tc3a.org/,http://tc3a.org/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx892,https://academic.oup.com/nar/article/46/D1/D1027/4372484,,
SEECancer,https://www.oxfordjournals.org/nar/database/summary/148,True,http://biocc.hrbmu.edu.cn/SEECancer,http://biocc.hrbmu.edu.cn/SEECancer/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx964,http://academic.oup.com/nar/article/46/D1/D1018/4561648,,
TissGDB,https://www.oxfordjournals.org/nar/database/summary/150,True,http://zhaobioinfo.org/TissGDB,http://zhaobioinfo.org/TissGDB/,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx850,http://academic.oup.com/nar/article/46/D1/D1031/4210940,2017-07-14,1774
VarCards,https://www.oxfordjournals.org/nar/database/summary/151,,http://varcards.biols.ac.cn/,,Remote end closed connection without response,,,,,,,http://dx.doi.org/10.1093/nar/gkx1039,http://academic.oup.com/nar/article/46/D1/D1039/4588107,,
AutDB,https://www.oxfordjournals.org/nar/database/summary/152,False,http://autism.mindspec.org/autdb/Welcome.do,http://autism.mindspec.org/autdb/Welcome.do,200,,,,,,,http://dx.doi.org/10.1093/nar/gkx1093,http://academic.oup.com/nar/article/46/D1/D1049/4658829,,
BCNTB bioinformatics,https://www.oxfordjournals.org/nar/database/summary/153,,http://bioinformatics.breastcancertissuebank.org/,,<urlopen error [Errno 113] No route to host>,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gkx913,http://academic.oup.com/nar/article/46/D1/D1055/4372709,,
ClinVar,https://www.oxfordjournals.org/nar/database/summary/154,False,https://www.ncbi.nlm.nih.gov/clinvar/,https://www.ncbi.nlm.nih.gov/clinvar/,200,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkx1153,http://academic.oup.com/nar/article/46/D1/D1062/4641904,,
DGIdb,https://www.oxfordjournals.org/nar/database/summary/155,True,http://www.dgidb.org/,https://www.dgidb.org/,200,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkx1143,https://academic.oup.com/nar/article/46/D1/D1068/4634012,,
DrugBank,https://www.oxfordjournals.org/nar/database/summary/156,,https://www.drugbank.ca/,,HTTP Error 403: Forbidden,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkx1037,http://academic.oup.com/nar/article/46/D1/D1074/4602867,,
HAGR,https://www.oxfordjournals.org/nar/database/summary/157,True,http://genomics.senescence.info/,https://genomics.senescence.info/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkx1042,http://academic.oup.com/nar/article/46/D1/D1083/4599180,,
IUPHAR/BPS Guide to Pharmacology,https://www.oxfordjournals.org/nar/database/summary/158,True,http://www.guidetopharmacology.org,https://www.guidetopharmacology.org/,200,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/gkx1121,https://academic.oup.com/nar/article/46/D1/D1091/4628131,,
PED,https://www.oxfordjournals.org/nar/database/summary/159,True,http://www.pancreasexpression.org,https://www.pancreasexpression.org/home/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkx955,http://academic.oup.com/nar/article/doi/10.1093/nar/gkx955/4559710,,
rSNPBase 3.0,https://www.oxfordjournals.org/nar/database/summary/160,,http://rsnp3.psych.ac.cn,,<urlopen error timed out>,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkx1101,http://academic.oup.com/nar/article/46/D1/D1111/4616874,,
TCMID,https://www.oxfordjournals.org/nar/database/summary/161,,http://www.megabionet.org/tcmid/,,<urlopen error [Errno 111] Connection refused>,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkx1028,http://academic.oup.com/nar/article/46/D1/D1117/4584630,,
TTD,https://www.oxfordjournals.org/nar/database/summary/162,,http://bidd.nus.edu.sg/group/ttd/ttd.asp,,<urlopen error timed out>,Other Molecular Biology Databases,,,,,,http://dx.doi.org/10.1093/nar/gkx1076,https://academic.oup.com/nar/article/46/D1/D1121/4621327,,
BioMuta and BioExpress,https://www.oxfordjournals.org/nar/database/summary/163,,https://hive.biochemistry.gwu.edu/biomuta and https://hive.biochemistry.gwu.edu/bioxpress,,URL can't contain control characters. '/biomuta and https://hive.biochemistry.gwu.edu/bioxpress' (found at least ' '),Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkx907,http://academic.oup.com/nar/article/46/D1/D1128/4372542,,
