nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi
dbCAN-seq,https://www.oxfordjournals.org/nar/database/summary/79,,http://cys.bios.niu.edu/dbCAN_seq_V1/,,"HTTPConnectionPool(host='cys.bios.niu.edu', port=80): Max retries exceeded with url: /dbCAN_seq_V1/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30df0>, 'Connection to cys.bios.niu.edu timed out. (connect timeout=120)'))","HTTPConnectionPool(host='cys.bios.niu.edu', port=80): Max retries exceeded with url: /dbCAN_seq_V1/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30df0>, 'Connection to cys.bios.niu.edu timed out. (connect timeout=120)'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx894,http://academic.oup.com/nar/article/46/D1/D516/4372485
DifferentialNET,https://www.oxfordjournals.org/nar/database/summary/80,,http://netbio.bgu.ac.il/diffnet,,"HTTPConnectionPool(host='netbio.bgu.ac.il', port=80): Max retries exceeded with url: /diffnet (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1cec8>, 'Connection to netbio.bgu.ac.il timed out. (connect timeout=120)'))","HTTPConnectionPool(host='netbio.bgu.ac.il', port=80): Max retries exceeded with url: /diffnet (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1cec8>, 'Connection to netbio.bgu.ac.il timed out. (connect timeout=120)'))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx981,http://academic.oup.com/nar/article/46/D1/D522/4563308
DISNOR,https://www.oxfordjournals.org/nar/database/summary/81,False,http://disnor.uniroma2.it/,https://disnor.uniroma2.it/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx876,http://academic.oup.com/nar/article/46/D1/D527/4282672
FusionDB,https://www.oxfordjournals.org/nar/database/summary/82,False,http://services.bromberglab.org/fusiondb/,https://services.bromberglab.org/fusiondb/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1060,http://academic.oup.com/nar/article/46/D1/D535/4588109
iPTMnet,https://www.oxfordjournals.org/nar/database/summary/83,False,http://research.bioinformatics.udel.edu/iptmnet/,https://research.bioinformatics.udel.edu/iptmnet/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1104,http://academic.oup.com/nar/article/46/D1/D542/4626766
JMorp,https://www.oxfordjournals.org/nar/database/summary/84,False,https://jmorp.megabank.tohoku.ac.jp/,https://jmorp.megabank.tohoku.ac.jp/202112/,200,OK,25 Mar 2022,,,,,,,https://doi.org/10.1093/nar/gkaa1034,https://academic.oup.com/nar/article/49/D1/D536/5976824
LINCS Data Portal,https://www.oxfordjournals.org/nar/database/summary/85,True,http://lincsportal.ccs.miami.edu/dcic-portal/,http://lincsportal.ccs.miami.edu/dcic-portal/,200,OK,28 Nov 2017,,,,,,,http://dx.doi.org/10.1093/nar/gkx1063,http://academic.oup.com/nar/article/46/D1/D558/4621325
MIST,https://www.oxfordjournals.org/nar/database/summary/86,False,http://fgrtools.hms.harvard.edu/ProteinSearch/,https://fgrtools.hms.harvard.edu/ProteinSearch.html/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1116,http://academic.oup.com/nar/article/46/D1/D567/4634006
PAMDB,https://www.oxfordjournals.org/nar/database/summary/87,False,http://pseudomonas.umaryland.edu,http://pseudomonas.umaryland.edu/,200,OK,05 Apr 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx1061,http://academic.oup.com/nar/article/46/D1/D575/4584639
Tabloid Proteome,https://www.oxfordjournals.org/nar/database/summary/88,False,http://iomics.ugent.be/tabloidproteome,https://iomics.ugent.be/tabloidproteome/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx930,http://academic.oup.com/nar/article/46/D1/D581/4508874
TriForC database,https://www.oxfordjournals.org/nar/database/summary/89,True,http://bioinformatics.psb.ugent.be/triforc/,http://bioinformatics.psb.ugent.be/triforc/,200,OK,19 Sep 2017,,,,,,,http://dx.doi.org/10.1093/nar/gkx925,http://academic.oup.com/nar/article/46/D1/D586/4555231
TCSBN,https://www.oxfordjournals.org/nar/database/summary/90,False,http://inetmodels.com,https://inetmodels.com/,200,OK,20 Apr 2021,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkx994,http://academic.oup.com/nar/article/46/D1/D595/4563312
FunCoup,https://www.oxfordjournals.org/nar/database/summary/91,False,http://funcoup.sbc.su.se,https://funcoup5.scilifelab.se/search/,200,,,Metabolic and Signaling Pathways,,,,,,http://dx.doi.org/10.1093/nar/gkx1138,http://academic.oup.com/nar/article/46/D1/D601/4641901
HMDB,https://www.oxfordjournals.org/nar/database/summary/92,False,http://www.hmdb.ca,https://hmdb.ca/,200,OK,,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/gkx1089,http://academic.oup.com/nar/article/46/D1/D608/4616873
M-CSA,https://www.oxfordjournals.org/nar/database/summary/93,False,http://www.ebi.ac.uk/thornton-srv/m-csa,http://www.ebi.ac.uk/thornton-srv/m-csa/,200,OK,,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/gkx1012,http://academic.oup.com/nar/article/46/D1/D618/4584620
MetaCyc,https://www.oxfordjournals.org/nar/database/summary/95,False,https://MetaCyc.org,https://metacyc.org/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gkx935,http://academic.oup.com/nar/article/46/D1/D633/4559117
WDSPdb,https://www.oxfordjournals.org/nar/database/summary/1777,,http://wu.scbb.pkusz.edu.cn/wdsp/,,"HTTPConnectionPool(host='wu.scbb.pkusz.edu.cn', port=80): Max retries exceeded with url: /wdsp/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c430>, 'Connection to wu.scbb.pkusz.edu.cn timed out. (connect timeout=120)'))","HTTPConnectionPool(host='wu.scbb.pkusz.edu.cn', port=80): Max retries exceeded with url: /wdsp/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c430>, 'Connection to wu.scbb.pkusz.edu.cn timed out. (connect timeout=120)'))",,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gku1023,http://academic.oup.com/nar/article/43/D1/D339/2435448/WDSPdb-a-database-for-WD40repeat-proteins
SASBDB,https://www.oxfordjournals.org/nar/database/summary/1778,False,http://www.sasbdb.org/,https://www.sasbdb.org/,200,OK,,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gku1047,http://academic.oup.com/nar/article/43/D1/D357/2436355/SASBDB-a-repository-for-biological-smallangle
ValidatorDB,https://www.oxfordjournals.org/nar/database/summary/1779,False,http://ncbr.muni.cz/ValidatorDB,http://ncbr.muni.cz/ValidatorDB/,200,OK,24 Oct 2016,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gku1118,http://academic.oup.com/nar/article/43/D1/D369/2437721/ValidatorDB-database-of-uptodate-validation
MEROPS,https://www.oxfordjournals.org/nar/database/summary/94,False,http://www.ebi.ac.uk/merops/,https://www.ebi.ac.uk/merops/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1134,http://academic.oup.com/nar/article/46/D1/D624/4626772
MoonProt,https://www.oxfordjournals.org/nar/database/summary/96,False,http://moonlightingproteins.org,http://moonlightingproteins.org/,200,OK,20 Mar 2019,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,https://doi.org/10.1093/nar/gkaa1101,https://academic.oup.com/nar/article/49/D1/D368/6007658
SABIO-RK,https://www.oxfordjournals.org/nar/database/summary/99,True,http://sabiork.h-its.org/,http://sabiork.h-its.org/,200,,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1065,http://academic.oup.com/nar/article/46/D1/D656/4577570
WikiPathways,https://www.oxfordjournals.org/nar/database/summary/100,False,http://wikipathways.org/,https://www.wikipathways.org/index.php/WikiPathways,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa1024,https://academic.oup.com/nar/article/49/D1/D613/5992285
MultitaskProtDB-II,https://www.oxfordjournals.org/nar/database/summary/97,False,http://wallace.uab.es/multitaskII,http://wallace.uab.es/multitaskII/,200,OK,10 Oct 2018,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkx1066,http://academic.oup.com/nar/article/46/D1/D645/4607801
Reactome,https://www.oxfordjournals.org/nar/database/summary/98,False,https://reactome.org,https://reactome.org/,200,OK,16 May 2022,Metabolic and Signaling Pathways,,,,,,http://dx.doi.org/10.1093/nar/gkx1132,http://academic.oup.com/nar/article/46/D1/D649/4626770
PAGER 2.0,https://www.oxfordjournals.org/nar/database/summary/101,True,http://discovery.informatics.uab.edu/PAGER/,http://discovery.informatics.uab.edu/PAGER/,200,OK,16 May 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx1040,http://academic.oup.com/nar/article/46/D1/D668/4602868
PULDB,https://www.oxfordjournals.org/nar/database/summary/102,True,http://www.cazy.org/PULDB_new/,http://www.cazy.org/PULDB_new/,404,Not Found,16 May 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx1022,http://academic.oup.com/nar/article/46/D1/D677/4566598
microbiomeDB,https://www.oxfordjournals.org/nar/database/summary/103,False,http://microbiomeDB.org,https://microbiomedb.org/mbio/,200,OK,13 May 2022,,,,,,,http://dx.doi.org/10.1093/nar/gkx1027,http://academic.oup.com/nar/article/46/D1/D684/4584629
MMP,https://www.oxfordjournals.org/nar/database/summary/104,False,https://mmp.sfb.uit.no/databases/,https://mmp2.sfb.uit.no/databases/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1036,http://academic.oup.com/nar/article/46/D1/D692/4584637
Virus Taxonomy,https://www.oxfordjournals.org/nar/database/summary/106,False,http://ictv.global,https://talk.ictvonline.org/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx932,http://academic.oup.com/nar/article/46/D1/D708/4508876
ANISEED,https://www.oxfordjournals.org/nar/database/summary/107,False,http://www.aniseed.cnrs.fr,http://www.aniseed.cnrs.fr/,200,OK,,Genomics Databases (non-vertebrate),Taxonomy and identification,,,,,http://dx.doi.org/10.1093/nar/gkx1108,http://academic.oup.com/nar/article/46/D1/D718/4628129
EBI Metagenomics,https://www.oxfordjournals.org/nar/database/summary/108,False,http://www.ebi.ac.uk/metagenomics,https://www.ebi.ac.uk/metagenomics/,200,OK,16 May 2022,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx967,http://academic.oup.com/nar/article/46/D1/D726/4561650
SGD,https://www.oxfordjournals.org/nar/database/summary/109,False,http://www.yeastgenome.org,https://www.yeastgenome.org:443/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx1112,http://academic.oup.com/nar/article/46/D1/D736/4616877
SubtiWiki,https://www.oxfordjournals.org/nar/database/summary/110,True,http://subtiwiki.uni-goettingen.de/,http://subtiwiki.uni-goettingen.de/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx908,http://academic.oup.com/nar/article/46/D1/D743/4372578
TADB,https://www.oxfordjournals.org/nar/database/summary/111,False,http://bioinfo-mml.sjtu.edu.cn/TADB2/,https://bioinfo-mml.sjtu.edu.cn/TADB2/,200,OK,15 Jun 2021,,,,,,,http://dx.doi.org/10.1093/nar/gkx1033,http://academic.oup.com/nar/article/46/D1/D749/4584634
Ensembl,https://www.oxfordjournals.org/nar/database/summary/112,False,http://www.ensembl.org,http://www.ensembl.org/index.html,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa942,https://academic.oup.com/nar/article/49/D1/D884/5952199
UCSC Genome Browser,https://www.oxfordjournals.org/nar/database/summary/113,False,https://genome.ucsc.edu,https://genome.ucsc.edu/,200,OK,,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",,,,,http://dx.doi.org/10.1093/nar/gkaa1070,https://academic.oup.com/nar/article/49/D1/D1046/5998393
IMOTA,https://www.oxfordjournals.org/nar/database/summary/114,True,https://ccb-web.cs.uni-saarland.de/imota/,https://ccb-web.cs.uni-saarland.de/imota/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx701,http://academic.oup.com/nar/article/46/D1/D770/4081997
PICKLES,https://www.oxfordjournals.org/nar/database/summary/115,False,http://pickles.hart-lab.org,https://pickles.hart-lab.org/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx993,http://academic.oup.com/nar/article/46/D1/D776/4564803
SCPortalen,https://www.oxfordjournals.org/nar/database/summary/116,False,http://single-cell.clst.riken.jp/,https://single-cell.riken.jp/SCPortalen_Database/Home/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx949,http://academic.oup.com/nar/article/46/D1/D781/4555233
StemMapper,https://www.oxfordjournals.org/nar/database/summary/117,False,http://stemmapper.sysbiolab.eu,http://stemmapper.sysbiolab.eu/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx921,http://academic.oup.com/nar/article/46/D1/D788/4555230
ENCODE,https://www.oxfordjournals.org/nar/database/summary/118,True,https://www.encodeproject.org/,https://www.encodeproject.org/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx1081,http://academic.oup.com/nar/article/46/D1/D794/4595865
Ensembl Genomes,https://www.oxfordjournals.org/nar/database/summary/119,False,http://www.ensemblgenomes.org,http://ensemblgenomes.org/,200,OK,27 Sep 2021,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1011,http://academic.oup.com/nar/article/46/D1/D802/4577569
FlyAtlas 2,https://www.oxfordjournals.org/nar/database/summary/120,False,http://www.flyatlas2.org,https://motif.mvls.gla.ac.uk/FlyAtlas2,200,,,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx976,http://academic.oup.com/nar/article/46/D1/D809/4563305
Genomicus,https://www.oxfordjournals.org/nar/database/summary/121,False,http://genomicus.biologie.ens.fr/genomicus,https://www.genomicus.bio.ens.psl.eu/genomicus-106.01/cgi-bin/search.pl,200,OK,,Genomics Databases (non-vertebrate),"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1003,http://academic.oup.com/nar/article/46/D1/D816/4566017
GWIPS-viz,https://www.oxfordjournals.org/nar/database/summary/122,,http://gwips.ucc.ie,,"HTTPSConnectionPool(host='gwips.ucc.ie', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='gwips.ucc.ie', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Human and other Vertebrate Genomes,,,,,,http://dx.doi.org/10.1093/nar/gkx790,http://academic.oup.com/nar/article/46/D1/D823/4103596
iBeetle-Base,https://www.oxfordjournals.org/nar/database/summary/123,True,http://ibeetle-base.uni-goettingen.de/,http://ibeetle-base.uni-goettingen.de/,200,OK,,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx984,http://academic.oup.com/nar/article/46/D1/D831/4563309
Mouse Genome Database,https://www.oxfordjournals.org/nar/database/summary/124,False,http://www.informatics.jax.org,http://www.informatics.jax.org/,200,OK,,Genomics Databases (non-vertebrate),"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa1083,https://academic.oup.com/nar/article/49/D1/D981/5999894
Mouse Phenome Database,https://www.oxfordjournals.org/nar/database/summary/125,False,https://phenome.jax.org,https://phenome.jax.org/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkx1082,http://academic.oup.com/nar/article/46/D1/D843/4612967
RefSeq,https://www.oxfordjournals.org/nar/database/summary/126,True,https://www.ncbi.nlm.nih.gov/refseq/,https://www.ncbi.nlm.nih.gov/refseq/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa1105,https://academic.oup.com/nar/article/49/D1/D1020/6018440
Xenbase,https://www.oxfordjournals.org/nar/database/summary/127,False,http://www.xenbase.org,https://www.xenbase.org/entry/,200,OK,,Human and other Vertebrate Genomes,,,,,,http://dx.doi.org/10.1093/nar/gkx936,http://academic.oup.com/nar/article/46/D1/D861/4559118
WormBase,https://www.oxfordjournals.org/nar/database/summary/128,False,http://www.wormbase.org,https://wormbase.org//,200,OK,,Human and other Vertebrate Genomes,Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkx998,http://academic.oup.com/nar/article/46/D1/D869/4563314
iSyTE,https://www.oxfordjournals.org/nar/database/summary/129,False,http://research.bioinformatics.udel.edu/iSyTE,https://research.bioinformatics.udel.edu/iSyTE/,200,OK,20 Jul 2017,Genomics Databases (non-vertebrate),,,,,,http://dx.doi.org/10.1093/nar/gkx837,http://academic.oup.com/nar/article/46/D1/D875/4161993
AAgMarker,https://www.oxfordjournals.org/nar/database/summary/130,True,http://bioinfo.wilmer.jhu.edu/AAgMarker/index.jsp,http://bioinfo.wilmer.jhu.edu/AAgMarker/index.jsp,404,Not Found,,,,,,,,http://dx.doi.org/10.1093/nar/gkx770,http://academic.oup.com/nar/article/46/D1/D886/4098796
aBiofilm,https://www.oxfordjournals.org/nar/database/summary/131,,http://bioinfo.imtech.res.in/manojk/abiofilm/,,"HTTPSConnectionPool(host='bioinfo.imtech.res.in', port=443): Max retries exceeded with url: /manojk/abiofilm/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='bioinfo.imtech.res.in', port=443): Max retries exceeded with url: /manojk/abiofilm/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,,,,,,,http://dx.doi.org/10.1093/nar/gkx1157,http://academic.oup.com/nar/article/46/D1/D894/4634014
ActiveDriverDB,https://www.oxfordjournals.org/nar/database/summary/132,True,https://activedriverdb.org/,https://activedriverdb.org/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx973,http://academic.oup.com/nar/article/46/D1/D901/4566599
ADReCS-Target,https://www.oxfordjournals.org/nar/database/summary/133,False,http://bioinf.xmu.edu.cn/ADReCS-Target,http://bioinf.xmu.edu.cn/ADReCS-Target/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx899,http://academic.oup.com/nar/article/46/D1/D911/4372487
CR2Cancer,https://www.oxfordjournals.org/nar/database/summary/134,False,http://cis.hku.hk/CR2Cancer,http://cis.hku.hk/CR2Cancer/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx877,http://academic.oup.com/nar/article/46/D1/D918/4316101
CSCD,https://www.oxfordjournals.org/nar/database/summary/135,False,http://gb.whu.edu.cn/CSCD,http://gb.whu.edu.cn/CSCD/,200,OK,,,,,,,,http://dx.doi.org/10.1093/nar/gkx863,http://academic.oup.com/nar/article/46/D1/D925/4259027
